account_length,customer_service_calls,number_vm_messages,total_day_calls,total_day_charge,total_day_min,total_eve_calls,total_eve_charge,total_eve_min,total_intl_calls,total_intl_charge,total_intl_minutes,total_night_calls,total_night_charge,total_night_minutes,voice_mail_plan,intertiol_plan,location_code,Churn,total_mins,total_calls,total_charge,mins_per_call,has_plan
95.0,2.0,0.0,109.0,24.23,142.5,107.0,14.97,176.1,3.0,2.21,8.2,88.0,8.53,189.6,0,0,2,0,516.4000000000001,307.0,49.940000000000005,1.6820846905537463,0
87.0,1.0,0.0,119.0,28.44,167.3,119.0,16.87,198.5,6.0,2.97,11.0,88.0,5.99,133.1,0,1,2,0,509.9,332.0,54.27,1.5358433734939758,1
132.0,0.0,0.0,78.0,36.48,214.6,98.0,21.39,251.7,2.0,3.75,13.9,88.0,10.84,240.8,0,0,0,0,720.9999999999999,266.0,72.46,2.7105263157894735,0
87.0,3.0,39.0,113.0,14.04,82.6,63.0,19.07,224.4,1.0,2.57,9.5,88.0,7.36,163.6,1,0,2,0,480.1,265.0,43.04,1.8116981132075471,1
93.0,0.0,0.0,100.0,19.43,114.3,103.0,18.79,221.1,9.0,2.94,10.9,88.0,5.68,126.3,0,0,0,0,472.59999999999997,300.0,46.839999999999996,1.5753333333333333,0
15.0,2.0,0.0,80.0,24.04,141.4,76.0,10.53,123.9,3.0,2.19,8.1,88.0,14.56,323.5,0,1,2,0,596.9,247.0,51.32,2.4165991902834008,1
127.0,2.0,0.0,94.0,23.73,139.6,112.0,20.48,240.9,4.0,2.38,8.8,88.0,5.72,127.1,0,0,0,0,516.4,298.0,52.31,1.7328859060402684,0
52.0,1.0,31.0,77.0,24.16,142.1,97.0,16.41,193.0,4.0,2.97,11.0,88.0,11.4,253.4,1,0,0,0,599.5,266.0,54.94,2.2537593984962405,1
165.0,0.0,0.0,67.0,35.6,209.4,89.0,23.27,273.8,1.0,3.46,12.8,88.0,6.76,150.2,0,0,2,0,646.2,245.0,69.09,2.6375510204081634,0
118.0,1.0,23.0,52.0,49.22,289.5,111.0,14.16,166.6,4.0,2.57,9.5,88.0,5.36,119.1,1,0,0,0,584.7,255.0,71.30999999999999,2.2929411764705883,1
132.0,1.0,0.0,107.0,32.62,191.9,127.0,17.59,206.9,2.0,3.4,12.6,88.0,12.24,272.0,0,0,2,0,683.4,324.0,65.85,2.109259259259259,0
98.0,1.0,0.0,67.0,2.13,162.0,90.0,21.81,256.6,9.0,2.08,7.7,88.0,7.62,169.4,0,1,1,0,595.7,254.0,33.64,2.3452755905511813,1
163.0,2.0,25.0,99.0,37.33,219.6,99.0,17.88,210.4,8.0,3.73,13.8,88.0,10.92,242.7,1,0,0,0,686.5,294.0,69.86,2.3350340136054424,1
79.0,1.0,0.0,114.0,45.61,268.3,111.0,15.77,185.5,7.0,1.7,6.3,88.0,11.91,264.6,0,0,1,1,724.7,320.0,74.99,2.2646875,0
87.0,0.0,30.0,114.0,44.68,262.8,130.0,18.34,215.8,2.0,2.11,7.8,88.0,6.97,154.8,1,0,0,0,641.2,334.0,72.1,1.9197604790419163,1
133.0,1.0,0.0,108.0,21.64,127.3,81.0,21.36,251.3,3.0,2.78,10.3,88.0,6.08,135.0,0,1,2,0,523.9,280.0,51.86,1.8710714285714285,1
98.0,4.0,0.0,95.33333333333333,0.0,113.8,130.0,13.57,159.6,1.0,1.84,6.8,88.0,7.52,167.1,0,0,1,1,447.3,314.3333333333333,22.93,1.423011664899258,0
106.0,2.0,0.0,96.0,35.8,210.6,85.0,21.18,249.2,1.0,3.35,12.4,88.0,8.61,191.4,0,0,2,1,663.5999999999999,270.0,68.94,2.4577777777777774,0
72.0,0.0,29.0,114.0,23.77,139.8,91.0,11.75,138.2,6.0,1.49,5.5,88.0,9.95,221.0,1,1,2,0,504.5,299.0,46.96,1.6872909698996656,1
80.0,1.0,0.0,103.0,27.3,160.6,109.0,20.15,237.0,1.0,2.89,10.7,88.0,11.03,245.1,0,0,1,0,653.4000000000001,301.0,61.370000000000005,2.1707641196013294,0
109.0,1.0,0.0,113.0,37.77,222.2,122.0,18.57,218.5,5.0,2.94,10.9,88.0,11.97,266.0,0,0,0,0,717.6,328.0,71.25,2.1878048780487807,0
157.0,3.0,0.0,71.0,28.66,168.6,48.0,17.43,205.1,2.0,1.59,5.9,88.0,7.91,175.8,0,0,2,0,555.4,209.0,55.59,2.6574162679425837,0
107.0,1.0,0.0,65.0,39.17,230.4,80.0,21.88,257.4,3.0,2.3,8.5,88.0,4.83,107.3,0,0,1,0,603.5999999999999,236.0,68.17999999999999,2.5576271186440676,0
162.0,3.0,0.0,131.0,30.11,177.1,122.0,9.75,114.7,6.0,1.76,6.5,88.0,6.91,153.6,0,0,0,0,451.9,347.0,48.529999999999994,1.3023054755043226,0
50.0,5.0,0.0,129.0,22.29,131.1,94.0,13.64,160.5,9.0,1.51,5.6,88.0,9.31,206.9,0,0,0,1,504.1,320.0,46.75,1.5753125000000001,0
133.0,2.0,0.0,92.0,30.06,176.8,97.0,15.94,187.5,3.0,1.76,6.5,88.0,8.86,196.8,0,0,2,0,567.6,280.0,56.62,2.027142857142857,0
102.0,4.0,0.0,125.0,39.92,234.8,99.0,16.93,199.2,1.0,2.7,10.0,88.0,7.34,163.2,0,0,0,0,607.2,313.0,66.89,1.9399361022364219,0
157.0,0.0,0.0,123.0,30.67,180.4,98.0,16.49,194.0,5.0,2.27,8.4,88.0,10.23,227.3,0,1,1,0,610.1,314.0,59.660000000000004,1.9429936305732485,1
58.0,4.0,0.0,126.0,35.72,210.1,108.0,21.16,248.9,2.0,3.89,14.4,88.0,7.14,158.6,0,0,2,0,632.0,324.0,67.91,1.9506172839506173,0
70.0,2.0,0.0,101.0,40.54,242.7,121.0,20.39,216.1,4.0,4.75,17.6,88.0,3.29,81.2,0,1,2,1,557.6,314.0,68.97,1.775796178343949,1
68.0,1.0,29.0,117.0,33.24,184.5,98.0,14.59,184.6,10.0,3.65,13.5,88.0,9.18,219.0,1,1,1,1,601.6,313.0,60.66,1.9220447284345048,1
225.0,0.0,0.0,105.0,26.12,148.4,109.0,22.26,269.7,3.0,2.35,8.7,88.0,9.45,200.0,0,0,1,1,626.8000000000001,305.0,60.18,2.055081967213115,0
112.0,4.0,0.0,130.0,28.63,184.3,119.0,12.92,149.2,7.0,2.43,9.0,88.0,9.69,223.4,0,0,1,1,565.9,344.0,53.669999999999995,1.6450581395348836,0
106.0,1.0,0.0,47.0,24.73,127.7,101.0,15.96,196.8,3.0,2.89,10.7,88.0,8.19,168.9,0,1,0,1,504.09999999999997,239.0,51.769999999999996,2.109205020920502,1
79.0,1.0,0.0,117.0,45.61,275.3,109.0,16.77,171.5,6.0,1.7,6.3,88.0,11.91,254.6,0,0,1,1,707.6999999999999,320.0,75.99,2.2115625,0
130.0,2.0,0.0,101.0,41.23,242.5,114.0,8.74,102.8,2.0,2.51,9.3,89.0,6.41,142.4,0,0,1,0,497.00000000000006,306.0,58.88999999999999,1.624183006535948,0
108.0,1.0,0.0,129.0,17.51,103.0,103.0,20.6,242.3,3.0,2.13,7.9,89.0,7.66,170.2,0,0,1,0,523.4,324.0,47.9,1.615432098765432,0
149.0,2.0,20.0,102.0,44.95,264.4,123.0,18.67,219.6,3.0,3.05,11.3,89.0,9.02,200.4,1,0,1,0,695.6999999999999,317.0,75.69,2.1946372239747634,1
153.0,1.0,0.0,56.0,26.28,154.6,84.0,22.36,263.0,2.0,4.19,15.5,89.0,9.583333333333334,212.9333333333333,0,0,0,0,646.0333333333333,231.0,62.413333333333334,2.7966810966810964,0
141.0,1.0,22.0,123.0,36.62,215.4,98.0,27.94,328.7,6.0,2.11,7.8,89.0,7.22,160.5,1,0,2,0,712.4,316.0,73.89,2.2544303797468355,1
94.0,2.0,0.0,111.0,37.54,220.8,67.0,13.28,156.2,4.0,2.84,10.5,89.0,8.46,187.9,0,0,1,0,575.4,271.0,62.120000000000005,2.1232472324723246,0
59.0,1.0,0.0,92.0,26.11,153.6,88.0,17.47,205.5,10.0,3.38,12.5,89.0,5.15,114.5,0,0,2,0,486.1,279.0,52.11,1.7422939068100358,0
3.0,2.0,36.0,117.0,20.08,118.1,125.0,18.83,221.5,6.0,3.21,11.9,89.0,4.68,103.9,1,0,1,0,455.4,337.0,46.8,1.3513353115727003,1
50.0,1.0,0.0,82.0,51.29,301.7,118.0,14.2,167.1,6.0,2.84,10.5,89.0,3.25,72.2,0,0,0,0,551.5,295.0,71.58,1.8694915254237288,0
120.0,2.0,0.0,123.0,34.34,202.0,78.0,15.67,184.3,2.0,2.0,7.4,89.0,7.92,176.0,0,1,0,1,569.6999999999999,292.0,59.93000000000001,1.9510273972602736,1
116.0,3.0,0.0,73.0,41.8,245.9,87.0,20.41,240.1,5.0,2.4,8.9,89.0,7.14,158.7,0,0,1,0,653.6,254.0,71.75,2.573228346456693,0
63.0,0.0,0.0,64.0,14.11,83.0,106.0,15.05,177.0,3.0,3.51,13.0,89.0,11.06,245.7,0,0,0,0,518.7,262.0,43.73,1.9797709923664124,0
155.0,1.0,26.0,121.0,35.99,211.7,123.0,11.83,139.2,3.0,3.0,11.1,89.0,6.6,146.7,1,1,1,0,508.7,336.0,57.42,1.5139880952380953,1
158.0,1.0,0.0,106.0,26.86,158.0,114.0,24.86,292.5,4.0,2.46,9.1,89.0,10.85,241.1,0,0,1,0,700.7,313.0,65.03,2.2386581469648563,0
91.0,3.0,0.0,100.0,32.18,189.3,107.0,20.34,239.3,3.0,2.67,9.9,89.0,4.04,89.7,0,0,1,0,528.2,299.0,59.23,1.7665551839464884,0
64.0,3.0,0.0,97.0,19.35,113.8,97.0,16.35,192.3,1.0,2.81,10.4,89.0,9.67,214.9,0,0,0,0,531.4,284.0,48.18000000000001,1.8711267605633801,0
154.0,0.0,0.0,99.0,28.37,166.9,97.0,13.17,154.9,5.0,1.94,7.2,89.0,8.52,189.4,0,0,2,0,518.4000000000001,290.0,52.0,1.787586206896552,0
52.0,3.0,0.0,80.0,21.98,129.3,101.0,12.13,142.7,4.0,3.32,12.3,89.0,11.62,258.3,0,0,2,0,542.5999999999999,274.0,49.05,1.9802919708029194,0
40.0,3.0,0.0,55.0,29.02,170.7,108.0,15.22,179.1,9.0,2.21,8.2,89.0,12.69,281.9,0,1,2,0,639.9,261.0,59.14,2.4517241379310346,1
122.0,2.0,0.0,101.0,39.8,234.1,121.0,17.02,200.2,9.0,3.54,13.1,89.0,10.68,237.4,0,0,1,0,684.8,320.0,71.04,2.1399999999999997,0
64.0,0.0,8.666666666666666,104.0,16.05,94.4,101.0,11.58,136.2,4.0,1.22,4.5,89.0,6.63,147.4,1,0,2,0,382.5,298.0,35.480000000000004,1.2835570469798658,1
95.0,1.0,0.0,84.0,28.14,165.5,112.0,24.33,286.2,2.0,3.11,11.5,89.0,8.95,198.9,0,1,1,1,662.1,287.0,64.53,2.306968641114983,1
98.0,4.0,0.0,80.0,37.6,221.2,104.0,18.16,213.6,3.0,3.21,11.9,89.0,13.13,291.8,0,0,1,0,738.4999999999999,276.0,72.1,2.675724637681159,0
193.0,1.0,0.0,124.0,29.05,170.9,95.0,11.25,132.3,3.0,3.13,11.6,89.0,5.08,112.9,0,0,1,0,427.70000000000005,311.0,48.51,1.3752411575562702,0
72.0,0.0,0.0,73.0,43.01,253.0,78.0,18.64,219.3,4.0,2.65,9.8,89.0,9.49,210.8,0,0,1,0,692.9,244.0,73.79,2.8397540983606557,0
86.0,3.0,0.0,115.0,32.39,190.5,130.0,15.27,179.6,5.0,2.73,10.1,89.0,11.63,258.5,0,0,2,0,638.7,339.0,62.019999999999996,1.884070796460177,0
77.0,1.0,0.0,102.0,28.8,169.4,144.0,15.72,184.9,7.0,0.54,2.0,89.0,10.54,234.3,0,0,1,0,590.6,342.0,55.6,1.7269005847953216,0
139.0,1.0,0.0,140.0,37.62,221.3,89.0,13.41,157.8,6.0,3.05,11.3,89.0,8.66,192.5,0,0,2,0,582.9,324.0,62.739999999999995,1.799074074074074,0
90.0,0.0,0.0,121.0,12.94,76.1,73.0,24.68,290.3,3.0,2.92,10.8,89.0,10.66,236.9,0,0,1,0,614.0999999999999,286.0,51.2,2.1472027972027967,0
116.0,2.0,24.0,138.0,31.21,183.6,90.0,17.32,203.8,3.0,1.62,6.0,89.0,7.51,166.9,1,0,0,0,560.3,320.0,57.66,1.7509374999999998,1
96.0,3.0,0.0,122.0,25.5,150.0,116.0,18.57,218.5,1.0,2.65,9.8,89.0,9.56,212.4,0,0,2,0,590.6999999999999,328.0,56.28,1.8009146341463413,0
91.0,0.0,0.0,75.0,22.73,133.7,87.0,16.6,195.3,2.0,1.59,5.9,89.0,12.62,280.5,0,0,0,0,615.4,253.0,53.54,2.4324110671936756,0
87.0,0.0,0.0,101.0,34.82,204.8,80.0,13.69,161.0,3.0,2.57,9.5,89.0,12.86,285.7,0,0,1,0,661.0,273.0,63.94,2.421245421245421,0
112.0,4.0,0.0,123.0,29.63,174.3,124.0,11.92,140.2,6.0,2.43,9.0,89.0,9.69,215.4,0,0,1,1,538.9,342.0,53.669999999999995,1.5757309941520468,0
84.0,2.0,0.0,71.0,50.9,299.4,88.0,5.26,202.23333333333335,7.0,1.78,6.6,89.0,8.86,196.9,0,1,0,0,705.1333333333333,255.0,66.8,2.7652287581699344,1
56.0,2.0,0.0,90.0,15.49,91.1,115.0,15.24,179.3,8.0,3.21,11.9,89.0,13.53,300.7,0,0,0,0,582.9999999999999,302.0,47.47,1.93046357615894,0
89.0,1.0,0.0,95.0,51.66,303.9,114.0,22.18,195.0,3.0,1.43,5.3,89.0,14.04,312.1,0,0,2,1,816.3,301.0,89.31,2.7119601328903653,0
21.0,6.0,31.0,90.0,23.1,135.9,84.0,23.04,271.0,7.0,2.57,9.5,89.0,8.06,179.1,1,0,2,0,595.5,270.0,56.77,2.2055555555555557,1
106.0,1.0,0.0,79.33333333333333,22.73,133.7,107.0,15.96,187.8,2.0,2.89,10.7,89.0,8.19,181.9,0,1,0,1,514.1,277.3333333333333,49.769999999999996,1.8537259615384618,1
119.0,1.0,0.0,101.0,44.22,260.1,68.0,21.8,256.5,2.0,2.7,10.0,89.0,10.31,229.1,0,0,0,1,755.7,260.0,79.03,2.9065384615384615,0
99.0,3.0,0.0,112.0,36.92,217.2,89.0,20.97,246.7,7.0,4.27,15.8,89.0,10.17,226.1,0,0,2,0,705.8,297.0,72.33,2.376430976430976,0
65.0,1.0,0.0,51.0,18.87,111.0,84.0,18.68,219.8,14.0,1.19,4.4,89.0,9.09,202.0,0,0,1,0,537.1999999999999,238.0,47.83,2.2571428571428567,0
46.0,2.0,0.0,105.0,6.87,40.4,83.0,14.65,172.4,2.0,2.43,9.0,89.0,6.53,145.1,0,0,0,0,366.9,279.0,30.48,1.3150537634408601,0
152.0,2.0,0.0,92.0,23.89,140.5,96.0,15.88,186.8,5.0,2.57,9.5,89.0,10.22,227.0,0,0,0,0,563.8,282.0,52.56,1.9992907801418438,0
64.0,2.0,0.0,98.0,29.67,174.5,103.0,15.32,180.2,2.0,2.89,10.7,89.0,8.06,179.0,0,0,1,0,544.4000000000001,292.0,55.940000000000005,1.864383561643836,0
120.0,1.0,0.0,72.0,25.08666666666667,183.6,98.0,14.446666666666667,170.0,2.0,3.73,13.8,89.0,8.58,190.6,0,1,0,1,558.0,261.0,51.843333333333334,2.1379310344827585,1
3.0,3.0,0.0,120.0,31.45,185.0,129.0,17.31,203.7,3.0,3.81,14.1,89.0,7.67,170.5,0,0,1,0,573.3000000000001,341.0,60.24,1.6812316715542523,0
162.0,1.0,0.0,117.0,37.5,220.6,121.0,13.19,155.2,11.0,2.84,10.5,89.0,8.4,186.7,0,0,2,0,573.0,338.0,61.92999999999999,1.6952662721893492,0
73.0,0.0,0.0,95.0,36.21,213.0,104.0,16.05,188.8,3.0,3.65,13.5,89.0,6.13,136.2,0,0,0,0,551.5,291.0,62.040000000000006,1.895189003436426,0
73.0,1.0,0.0,91.0,37.03,217.8,97.0,18.75,220.6,6.0,2.78,10.3,89.0,12.48,277.3,0,0,1,1,726.0,283.0,71.04,2.5653710247349824,0
195.0,0.0,36.0,110.0,39.39,231.7,88.0,19.13,225.1,2.0,3.27,12.1,89.0,9.08,201.7,1,0,1,0,670.6,289.0,70.86999999999999,2.320415224913495,1
70.0,0.0,0.0,100.0,1.34,80.9,83.0,11.59,136.4,1.0,3.27,12.1,89.0,7.05,156.6,0,0,1,0,386.0,273.0,23.25,1.413919413919414,0
30.0,2.0,0.0,96.0,27.59,162.3,122.0,20.74,244.0,4.0,2.46,9.1,89.0,8.1,180.1,0,0,2,0,595.5,311.0,58.89,1.914790996784566,0
114.0,1.0,32.0,79.0,21.28,125.2,105.0,15.11,177.8,3.0,3.48,12.9,89.0,10.46,232.4,1,0,1,0,548.3,276.0,50.33,1.9865942028985506,1
146.0,2.0,11.0,82.0,30.72,180.7,90.0,14.76,173.7,4.0,2.73,10.1,89.0,10.42,231.5,1,0,1,0,596.0,265.0,58.629999999999995,2.249056603773585,1
77.0,0.0,0.0,86.0,41.68,252.2,80.0,22.6,252.1,3.0,2.03,8.733333333333333,98.33333333333333,10.77,235.4,0,0,1,1,748.4333333333333,267.3333333333333,77.08,2.7996259351620947,0
105.0,1.0,0.0,120.0,47.56,287.9,106.0,23.68,269.6,7.0,2.94,10.9,89.0,11.49,268.3,0,1,1,1,836.6999999999999,322.0,85.67,2.5984472049689438,1
111.0,0.0,0.0,97.0,46.35,291.4,116.0,14.35,151.0,9.0,2.27,8.4,89.0,10.93,252.8,0,0,1,1,703.6,311.0,73.89999999999999,2.262379421221865,0
111.0,4.0,0.0,115.0,29.07,179.9,58.0,9.74,106.8,2.3333333333333335,2.683333333333333,10.5,89.0,9.62,209.7,0,0,2,1,506.9,264.3333333333333,51.11333333333333,1.91765447667087,0
98.0,4.0,0.0,103.66666666666667,26.203333333333333,204.79999999999998,126.0,12.57,157.6,2.0,1.84,6.8,89.0,7.52,155.1,0,0,1,1,524.3,320.6666666666667,48.13333333333334,1.6350311850311847,0
74.0,3.0,0.0,114.0,44.59,262.3,96.0,16.91,198.9,5.0,1.78,6.6,90.0,7.47,165.9,0,0,1,0,633.7,305.0,70.75,2.077704918032787,0
93.0,3.0,0.0,114.0,45.54,267.9,74.0,18.96,223.0,3.0,3.05,11.3,90.0,11.82,262.7,0,0,0,1,764.8999999999999,281.0,79.36999999999999,2.722064056939501,0
12.0,1.0,0.0,118.0,42.43,249.6,119.0,21.45,252.4,3.0,3.19,11.8,90.0,12.61,280.2,0,0,0,1,794.0,330.0,79.67999999999999,2.4060606060606062,0
136.0,1.0,0.0,117.0,15.64,92.0,77.0,21.56,253.6,10.0,2.78,10.3,90.0,9.63,214.1,0,0,2,0,570.0,294.0,49.61000000000001,1.9387755102040816,0
55.0,3.0,25.0,123.0,28.15,165.6,95.0,11.57,136.1,2.0,2.97,11.0,90.0,7.91,175.7,1,0,0,0,488.4,310.0,50.599999999999994,1.575483870967742,1
144.0,0.0,35.0,127.0,29.72,174.8,93.0,18.67,219.6,3.0,3.46,12.8,90.0,11.51,255.8,1,1,2,0,663.0,313.0,63.36,2.1182108626198084,1
148.0,1.0,0.0,102.0,34.34,202.0,128.0,20.67,243.2,3.0,2.94,10.9,90.0,11.76,261.3,0,0,1,0,717.4,323.0,69.71000000000001,2.221052631578947,0
144.0,1.0,0.0,95.0,47.35,278.5,90.0,20.46,240.7,5.0,3.13,11.6,90.0,5.4,120.0,0,0,2,1,650.8000000000001,280.0,76.34,2.3242857142857147,0
108.0,3.0,0.0,112.0,35.82,210.7,73.0,20.29,238.7,5.0,2.48,9.2,90.0,11.41,253.6,0,0,2,0,712.2,280.0,70.0,2.5435714285714286,0
44.0,3.0,0.0,112.0,48.98,288.1,92.0,21.93,258.0,4.0,2.75,10.2,90.0,8.66,192.4,0,0,2,1,748.7,298.0,82.32,2.5124161073825504,0
101.0,0.0,33.0,108.0,34.02,200.1,122.0,16.06,188.9,4.0,4.19,15.5,90.0,9.23,205.1,1,0,1,0,609.6,324.0,63.5,1.8814814814814815,1
93.0,4.0,21.0,105.0,22.81,134.2,128.0,13.81,162.5,2.0,3.19,11.8,90.0,8.4,186.6,1,0,0,1,495.09999999999997,325.0,48.209999999999994,1.5233846153846153,1
136.0,7.0,0.0,83.0,27.78,163.4,119.0,21.19,249.3,4.0,2.65,9.8,90.0,11.24,249.7,0,0,1,1,672.2,296.0,62.86,2.2709459459459462,0
49.0,1.0,0.0,117.0,20.28,119.3,109.0,18.28,215.1,1.0,3.0,11.1,90.0,8.04,178.7,0,0,2,0,524.1999999999999,317.0,49.6,1.6536277602523657,0
132.0,1.0,15.0,128.0,26.28,154.6,106.0,20.88,245.6,4.0,2.46,9.1,90.0,6.69,148.6,1,0,1,0,557.9,328.0,56.309999999999995,1.7009146341463415,1
131.0,1.0,30.0,118.0,29.58,174.0,81.0,17.45,205.3,3.0,1.81,6.7,90.0,9.82,218.2,1,0,1,0,604.2,292.0,58.660000000000004,2.069178082191781,1
101.0,2.0,24.0,95.0,19.4,114.1,86.0,13.73,161.5,9.0,3.51,13.0,90.0,7.93,176.3,1,0,1,0,464.90000000000003,280.0,44.56999999999999,1.660357142857143,1
118.0,1.0,0.0,120.0,23.14,136.1,103.0,17.36,204.2,4.0,3.05,11.3,90.0,10.27,228.2,0,0,1,0,579.8,317.0,53.81999999999999,1.8290220820189274,0
95.0,3.0,32.0,109.0,41.99,247.0,91.0,10.68,125.6,4.0,2.84,10.5,90.0,10.19,226.5,1,0,1,0,609.6,294.0,65.7,2.073469387755102,1
60.0,1.0,0.0,106.0,37.59,221.1,48.0,15.18,178.6,3.0,2.0,7.4,90.0,9.12,202.7,0,0,2,0,609.8,247.0,63.89,2.468825910931174,0
92.0,1.0,31.0,116.0,29.29,172.3,91.0,22.63,266.2,5.0,3.19,11.8,90.0,10.27,228.2,1,0,1,0,678.5,302.0,65.38,2.2466887417218544,1
148.0,3.0,25.0,102.0,39.22,230.7,109.0,19.87,233.8,2.0,3.65,13.5,90.0,9.71,215.8,1,0,0,0,693.8,303.0,72.45000000000002,2.2897689768976894,1
105.0,1.0,0.0,119.0,46.56,273.9,103.0,23.68,278.6,7.0,2.94,10.9,90.0,11.49,255.3,0,1,1,1,818.6999999999999,319.0,84.67,2.5664576802507835,1
117.0,1.0,0.0,97.0,31.37,184.5,80.0,29.89,264.7,4.0,2.35,8.7,90.0,9.71,215.8,0,0,0,0,673.7,271.0,73.32,2.4859778597785978,0
87.0,1.0,0.0,90.0,38.88,228.7,99.0,13.86,163.0,3.0,3.19,11.8,90.0,6.93,154.1,0,0,1,0,557.5999999999999,282.0,62.86,1.9773049645390068,0
155.0,1.0,39.0,106.0,31.16,183.3,101.0,17.43,205.1,7.0,1.38,5.1,90.0,11.87,263.7,1,0,0,0,657.1999999999999,304.0,61.84,2.161842105263158,1
81.0,3.0,36.0,120.0,19.7,115.9,95.0,20.11,236.6,6.0,3.16,11.7,90.0,11.48,255.0,1,0,1,0,619.2,311.0,54.45,1.9909967845659164,1
69.0,0.0,0.0,91.0,33.17,195.1,57.0,22.23,261.5,5.0,3.08,11.4,90.0,9.17,203.8,0,0,2,0,671.8000000000001,243.0,67.65,2.7646090534979426,0
87.0,1.0,0.0,79.0,31.77,186.9,105.0,15.52,182.6,14.0,1.13,4.2,90.0,6.44,143.1,0,0,0,0,516.8000000000001,288.0,54.86,1.7944444444444447,0
106.0,3.0,0.0,89.0,35.41,208.3,67.0,14.4,169.4,4.0,4.29,15.9,90.0,4.59,102.0,0,0,1,0,495.6,250.0,58.68999999999999,1.9824000000000002,0
105.0,3.0,0.0,73.0,19.64,115.5,83.0,22.72,267.3,5.0,3.59,13.3,90.0,5.14,114.2,0,0,0,0,510.3,251.0,51.09,2.0330677290836654,0
57.0,2.0,33.0,105.0,32.88,193.4,79.0,19.69,231.6,11.0,3.0,11.1,90.0,10.18,226.2,1,0,1,0,662.3000000000001,285.0,65.75,2.323859649122807,1
186.0,2.0,26.0,107.0,12.63,74.3,116.0,15.07,177.3,3.0,3.92,14.5,90.0,13.33,296.3,1,0,1,0,562.4000000000001,316.0,44.95,1.7797468354430384,1
98.0,1.0,23.0,54.0,41.74,245.5,83.0,24.88,292.7,7.0,2.92,10.8,90.0,8.28,184.0,1,1,1,0,733.0,234.0,77.82000000000001,3.1324786324786325,1
147.0,2.0,35.0,134.0,33.54,197.3,99.0,11.99,141.1,4.0,2.73,10.1,90.0,9.54,212.1,1,0,1,1,560.6,327.0,57.8,1.7143730886850153,1
106.0,2.0,37.0,104.0,38.0,223.5,99.0,19.98,235.1,5.0,2.86,10.6,90.0,6.3,140.1,1,0,1,0,609.3000000000001,298.0,67.14,2.044630872483222,1
132.0,1.0,0.0,80.0,27.74,163.2,90.0,14.25,167.6,10.0,1.67,6.2,90.0,3.94,87.5,0,0,2,0,424.49999999999994,270.0,47.599999999999994,1.572222222222222,0
120.0,2.0,0.0,88.0,30.12,177.2,99.0,22.98,270.4,2.0,3.78,14.0,90.0,10.42,231.5,0,0,1,0,693.0999999999999,279.0,67.3,2.484229390681003,0
37.0,1.0,39.0,122.0,25.45,149.7,75.0,17.94,211.1,4.0,2.48,9.2,90.0,5.14,114.3,1,1,0,0,484.29999999999995,291.0,51.01,1.6642611683848796,1
88.0,3.0,0.0,116.0,24.53,144.3,74.0,13.29,156.4,10.0,2.11,7.8,90.0,9.66,214.7,0,0,2,0,523.2,290.0,49.59,1.804137931034483,0
143.0,0.0,0.0,127.0,35.55,209.1,80.0,9.02,106.1,6.0,3.78,14.0,90.0,8.08,179.6,0,0,1,0,508.79999999999995,303.0,56.42999999999999,1.6792079207920791,0
38.0,3.0,0.0,94.0,33.05,194.4,95.0,15.87,186.7,5.0,2.92,10.8,90.0,10.05,223.3,0,0,1,0,615.2,284.0,61.89,2.1661971830985918,0
171.0,3.0,25.0,77.0,37.94,223.2,118.0,15.57,183.2,3.0,2.75,10.2,90.0,6.79,150.8,1,0,1,0,567.4000000000001,288.0,63.05,1.970138888888889,1
115.0,3.0,0.0,109.0,25.14,147.9,117.0,19.41,228.4,9.0,2.59,9.6,90.0,13.49,299.7,0,0,0,0,685.6,325.0,60.629999999999995,2.109538461538462,0
104.0,4.0,0.0,73.0,27.27,160.4,103.0,24.98,293.9,5.0,3.4,12.6,90.0,13.8,306.6,0,1,0,0,773.5,271.0,69.45,2.8542435424354244,1
145.0,0.0,0.0,78.0,6.72,39.5,106.0,22.47,264.3,6.0,2.7,10.0,90.0,8.36,185.8,0,0,0,0,499.6,280.0,40.25,1.7842857142857145,0
41.0,2.0,0.0,92.0,40.43,237.8,155.0,19.0,223.5,6.0,2.75,10.2,90.0,9.78,217.4,0,0,0,0,688.9000000000001,343.0,71.96,2.008454810495627,0
30.0,0.0,0.0,107.0,42.06,247.4,76.0,14.95,175.9,2.0,3.05,11.3,90.0,12.93,287.4,0,0,1,0,722.0,275.0,72.99,2.6254545454545455,0
62.0,2.0,0.0,101.0,29.38,172.8,97.0,17.41,204.8,8.0,2.46,9.1,90.0,10.84,240.8,0,0,0,0,627.5000000000001,296.0,60.089999999999996,2.119932432432433,0
86.0,2.0,30.0,84.0,16.98,99.9,125.0,22.4,263.5,7.0,2.65,9.8,90.0,11.46,254.7,1,0,1,0,627.8999999999999,306.0,53.489999999999995,2.051960784313725,1
82.0,2.0,0.0,122.0,45.08,265.2,102.0,15.19,178.7,9.0,2.89,10.7,90.0,7.86,174.7,0,0,2,0,629.3,323.0,71.02,1.948297213622291,0
161.0,4.0,0.0,84.0,26.3,154.7,125.0,15.11,177.8,2.0,1.59,5.9,90.0,7.78,172.9,0,0,0,1,511.29999999999995,301.0,50.78,1.6986710963455147,0
