account_length,customer_service_calls,number_vm_messages,total_day_calls,total_day_charge,total_day_min,total_eve_calls,total_eve_charge,total_eve_min,total_intl_calls,total_intl_charge,total_intl_minutes,total_night_calls,total_night_charge,total_night_minutes,voice_mail_plan,intertiol_plan,location_code,Churn,total_mins,total_calls,total_charge,mins_per_call,has_plan
147.0,1.0,0.0,113.0,31.25,183.8,110.0,14.0,164.7,4.0,2.73,10.1,87.0,5.0,111.0,No,Yes,445.0,No,469.6,314.0,52.98,1.4955414012738855,Yes
47.0,2.0,37.0,77.0,27.8,163.5,102.0,17.26,203.1,4.0,2.11,7.8,87.0,10.44,232.0,Yes,No,452.0,No,606.4,270.0,57.61,2.245925925925926,Yes
147.0,3.0,33.0,107.0,42.76,251.5,110.0,19.9,234.1,6.0,2.81,10.4,87.0,9.6,213.4,Yes,No,547.0,No,709.4,310.0,75.07,2.2883870967741933,Yes
21.0,1.0,0.0,81.0,41.6,244.7,117.0,14.28,168.0,1.0,1.78,6.6,87.0,12.67,281.5,No,No,452.0,No,700.8000000000001,286.0,70.33,2.4503496503496507,No
149.0,2.0,0.0,108.0,33.37,196.3,96.0,11.63,136.8,3.0,2.08,7.7,87.0,6.96,154.7,No,No,445.0,No,495.5,294.0,54.04,1.685374149659864,No
69.0,2.0,0.0,122.0,38.59,227.0,111.0,21.99,258.7,1.0,2.4,8.9,87.0,7.64,169.7,No,No,452.0,No,664.3,321.0,70.62,2.0694704049844237,No
96.0,5.0,0.0,115.0,44.27,260.4,46.0,12.41,146.0,4.0,3.11,11.5,87.0,12.13,269.5,No,No,452.0,No,687.4,252.0,71.92,2.727777777777778,No
104.0,2.0,0.0,87.0,19.31,113.6,98.0,13.48,158.6,6.0,2.84,10.5,87.0,8.45,187.7,No,No,452.0,No,470.4,278.0,44.08,1.6920863309352516,No
117.0,0.0,17.0,82.0,37.62,221.3,100.0,14.25,167.6,4.0,1.19,4.4,87.0,11.82,262.7,Yes,No,452.0,No,655.9999999999999,273.0,64.88,2.4029304029304024,Yes
27.0,5.0,0.0,81.0,39.46,232.1,101.0,17.92,210.8,6.0,4.05,15.0,87.0,7.44,165.4,No,No,547.0,No,623.3,275.0,68.87,2.2665454545454544,No
121.0,0.0,0.0,108.0,28.97,170.4,68.0,29.79,203.86666666666665,3.0,3.02,11.2,87.0,13.37,297.0,No,No,445.0,Yes,682.4666666666667,266.0,75.14999999999999,2.5656641604010026,No
180.0,1.0,0.0,134.0,24.36,143.3,113.0,15.34,180.5,4.0,2.73,10.1,87.0,8.29,184.2,No,No,452.0,No,518.1,338.0,50.72,1.5328402366863907,No
95.0,0.0,0.0,133.0,27.2,160.0,98.0,18.3,215.3,4.0,2.46,9.1,87.0,8.5,188.9,No,No,445.0,No,573.3000000000001,322.0,56.46,1.780434782608696,No
112.0,4.0,31.0,89.0,38.28,225.2,117.0,21.83,256.8,1.0,3.11,11.5,87.0,11.24,249.7,Yes,No,452.0,No,743.2,294.0,74.46,2.527891156462585,Yes
116.0,1.0,0.0,101.0,10.83,63.7,95.0,16.64,195.8,6.0,2.7,10.0,87.0,9.45,210.1,No,No,452.0,No,479.6,289.0,39.620000000000005,1.6595155709342562,No
126.0,1.0,0.0,143.0,32.45,190.9,72.0,12.72,149.7,3.0,3.51,13.0,87.0,8.61,191.4,No,No,452.0,No,545.0,305.0,57.29,1.7868852459016393,No
36.0,0.0,16.0,111.0,25.4,149.4,113.0,11.2,131.8,2.0,1.81,6.7,87.0,5.97,132.7,Yes,No,452.0,No,420.6,313.0,44.379999999999995,1.3437699680511184,Yes
68.0,5.0,0.0,86.0,27.56,162.1,86.0,13.18,155.0,9.0,2.97,11.0,87.0,8.54,189.7,No,No,452.0,Yes,517.8,268.0,52.24999999999999,1.9320895522388057,No
133.0,2.0,0.0,80.0,29.58,174.0,113.0,17.8,209.4,7.0,3.81,14.1,87.0,10.08,224.1,Yes,No,445.0,Yes,621.6,287.0,61.269999999999996,2.1658536585365855,Yes
11.0,2.0,24.0,98.0,22.36,131.5,111.0,19.57,230.2,3.0,2.7,10.0,87.0,12.77,283.7,Yes,No,445.0,No,655.4,299.0,57.400000000000006,2.191973244147157,Yes
138.0,3.0,0.0,119.0,42.67,251.0,96.0,7.75,91.2,3.0,3.73,13.8,87.0,6.4,142.2,No,No,452.0,No,498.2,305.0,60.55,1.6334426229508197,No
121.0,2.0,28.0,94.0,18.7,110.0,76.0,12.03,141.5,3.0,1.73,6.4,87.0,10.68,237.3,Yes,No,547.0,No,495.2,260.0,43.13999999999999,1.9046153846153846,Yes
113.0,1.0,0.0,113.0,35.22,207.2,80.0,21.76,256.0,1.0,2.67,9.9,87.0,9.49,211.0,No,No,547.0,No,684.1,281.0,69.14,2.4345195729537368,No
51.0,0.0,0.0,111.0,28.78,169.3,69.0,11.86,139.5,3.0,3.24,12.0,87.0,8.87,239.20000000000002,No,No,445.0,No,560.0,270.0,52.75,2.074074074074074,No
120.0,2.0,0.0,123.0,35.34,188.0,80.0,16.67,181.3,2.0,2.0,7.4,87.0,7.92,182.0,No,Yes,445.0,Yes,558.6999999999999,292.0,61.93000000000001,1.9133561643835615,Yes
87.0,0.0,0.0,82.0,41.8,253.0,112.0,11.4,145.1,3.0,2.51,9.3,87.0,8.51,204.1,No,No,452.0,Yes,611.5,284.0,64.22,2.153169014084507,No
51.0,0.0,0.0,103.0,26.11,162.6,91.0,18.8,224.9,3.0,3.81,14.1,87.0,9.64,221.2,No,Yes,452.0,Yes,622.8000000000001,284.0,58.36,2.1929577464788736,Yes
44.0,3.0,0.0,114.0,47.98,290.1,87.0,21.93,245.0,5.0,2.75,10.2,87.0,8.66,183.4,No,No,547.0,Yes,728.7,293.0,81.32,2.4870307167235497,No
119.0,5.0,0.0,112.0,25.05,157.1,113.0,19.66,237.3,4.0,2.38,8.8,87.0,6.44,157.2,No,No,452.0,Yes,560.3999999999999,316.0,53.53,1.7734177215189868,No
111.0,5.0,0.0,82.0,19.93,128.1,80.0,19.18,211.9,2.0,3.24,12.0,87.0,8.32,175.9,No,No,547.0,Yes,527.9,251.0,50.67,2.1031872509960157,No
74.0,2.0,0.0,109.0,48.68,283.1,100.0,18.11,215.3,3.0,2.62,9.7,87.0,9.66,218.7,No,No,445.0,Yes,726.8000000000001,299.0,79.07,2.430769230769231,No
69.0,1.0,33.0,101.0,44.16,265.5,100.0,22.54,264.4,3.0,2.21,8.2,87.0,7.44,177.4,Yes,Yes,547.0,Yes,715.5,291.0,76.34999999999998,2.4587628865979383,Yes
119.0,2.0,0.0,118.0,50.81,287.1,99.0,12.54,165.3,0.0,3.75,13.9,87.0,9.76,218.8,No,No,445.0,Yes,685.1,304.0,76.86,2.2536184210526318,No
88.0,5.0,0.0,92.0,21.36,144.5,134.0,14.86,164.8,3.0,2.13,7.9,87.0,8.29,195.2,No,No,547.0,Yes,512.4,316.0,46.64,1.6215189873417721,No
85.0,2.0,0.0,97.0,16.44,96.7,95.0,16.47,193.8,3.0,2.62,9.7,88.0,7.73,171.7,No,No,452.0,No,471.9,283.0,43.26,1.6674911660777385,No
63.0,1.0,0.0,125.0,10.01,58.9,59.0,14.42,169.6,3.0,2.54,9.4,88.0,9.51,211.4,No,No,452.0,No,449.29999999999995,275.0,36.48,1.6338181818181816,No
100.0,2.0,0.0,152.0,32.05,188.5,115.0,12.61,148.3,5.0,4.1,15.2,88.0,8.09,179.8,No,No,452.0,No,531.8000000000001,360.0,56.85,1.4772222222222224,No
37.0,2.0,0.0,120.0,40.78,239.9,88.0,22.24,261.6,4.0,2.4,8.9,88.0,9.32,207.1,No,No,547.0,Yes,717.5,300.0,74.74000000000001,2.3916666666666666,No
22.0,0.0,0.0,116.0,35.31,207.7,99.0,17.9,210.6,5.0,2.59,9.6,88.0,10.72,238.2,No,No,445.0,No,666.1,308.0,66.52,2.1626623376623377,No
113.0,2.0,0.0,47.0,40.75,239.7,110.0,24.05,282.9,3.0,2.35,8.7,88.0,10.73,238.4,No,No,452.0,Yes,769.6999999999999,248.0,77.88,3.1036290322580644,No
98.0,0.0,0.0,101.0,48.98,288.1,93.0,11.72,137.9,0.0,0.0,0.0,88.0,9.29,206.5,No,No,445.0,No,632.5,282.0,69.99,2.24290780141844,No
98.0,2.0,30.0,71.0,18.75,110.3,108.0,15.5,182.4,8.0,2.97,11.0,88.0,8.27,183.8,Yes,No,445.0,No,487.5,275.0,45.489999999999995,1.7727272727272727,Yes
120.0,0.0,33.0,83.0,50.92,299.5,84.0,13.89,163.4,5.0,3.13,11.6,88.0,6.6,146.7,Yes,No,452.0,No,621.1999999999999,260.0,74.53999999999999,2.389230769230769,Yes
151.0,0.0,0.0,106.0,29.8,175.3,87.0,12.27,144.3,5.0,3.19,11.8,88.0,7.21,160.2,No,No,445.0,No,491.6,286.0,52.47,1.718881118881119,No
88.0,3.0,0.0,93.0,31.2,183.5,80.0,14.49,170.5,5.0,2.24,8.3,88.0,8.72,193.8,No,No,452.0,No,556.0999999999999,266.0,56.65,2.090601503759398,No
148.0,1.0,26.0,91.0,26.98,158.7,127.0,13.64,160.5,3.0,2.67,9.9,88.0,9.82,218.3,Yes,No,452.0,No,547.4,309.0,53.11000000000001,1.7715210355987054,Yes
111.0,5.0,0.0,88.0,20.93,123.1,84.0,18.18,213.9,2.0,3.24,12.0,88.0,8.32,184.9,No,No,547.0,Yes,533.9,262.0,50.67,2.0377862595419844,No
51.0,0.0,28.0,121.0,47.04,276.7,99.0,17.31,203.7,3.0,2.24,8.3,88.0,11.08,246.2,Yes,No,547.0,No,734.8999999999999,311.0,77.66999999999999,2.363022508038585,Yes
128.0,0.0,0.0,94.0,30.5,179.4,92.0,22.98,270.4,4.0,2.13,7.9,88.0,8.59,191.0,No,No,452.0,No,648.6999999999999,278.0,64.2,2.3334532374100716,No
142.0,1.0,0.0,140.0,23.94,140.8,119.0,19.43,228.6,7.0,2.94,10.9,88.0,6.88,152.9,No,Yes,452.0,No,533.1999999999999,354.0,53.190000000000005,1.5062146892655366,Yes
74.0,2.0,0.0,112.0,50.68,298.1,100.0,17.11,201.3,4.0,2.62,9.7,88.0,9.66,214.7,No,No,445.0,Yes,723.8000000000001,304.0,80.07,2.3809210526315794,No
93.0,1.0,0.0,93.0,30.48,179.3,65.0,16.05,188.8,5.0,3.27,12.1,88.0,11.39,253.2,No,No,445.0,No,633.4,251.0,61.190000000000005,2.5235059760956173,No
95.0,2.0,0.0,109.0,24.23,142.5,107.0,14.97,176.1,3.0,2.21,8.2,88.0,8.53,189.6,No,No,547.0,No,516.4000000000001,307.0,49.940000000000005,1.6820846905537463,No
87.0,1.0,0.0,119.0,28.44,167.3,119.0,16.87,198.5,6.0,2.97,11.0,88.0,5.99,133.1,No,Yes,547.0,No,509.9,332.0,54.27,1.5358433734939758,Yes
132.0,0.0,0.0,78.0,36.48,214.6,98.0,21.39,251.7,2.0,3.75,13.9,88.0,10.84,240.8,No,No,445.0,No,720.9999999999999,266.0,72.46,2.7105263157894735,No
87.0,3.0,39.0,113.0,14.04,82.6,63.0,19.07,224.4,1.0,2.57,9.5,88.0,7.36,163.6,Yes,No,547.0,No,480.1,265.0,43.04,1.8116981132075471,Yes
93.0,0.0,0.0,100.0,19.43,114.3,103.0,18.79,221.1,9.0,2.94,10.9,88.0,5.68,126.3,No,No,445.0,No,472.59999999999997,300.0,46.839999999999996,1.5753333333333333,No
15.0,2.0,0.0,80.0,24.04,141.4,76.0,10.53,123.9,3.0,2.19,8.1,88.0,14.56,323.5,No,Yes,547.0,No,596.9,247.0,51.32,2.4165991902834008,Yes
127.0,2.0,0.0,94.0,23.73,139.6,112.0,20.48,240.9,4.0,2.38,8.8,88.0,5.72,127.1,No,No,445.0,No,516.4,298.0,52.31,1.7328859060402684,No
52.0,1.0,31.0,77.0,24.16,142.1,97.0,16.41,193.0,4.0,2.97,11.0,88.0,11.4,253.4,Yes,No,445.0,No,599.5,266.0,54.94,2.2537593984962405,Yes
165.0,0.0,0.0,67.0,35.6,209.4,89.0,23.27,273.8,1.0,3.46,12.8,88.0,6.76,150.2,No,No,547.0,No,646.2,245.0,69.09,2.6375510204081634,No
118.0,1.0,23.0,52.0,49.22,289.5,111.0,14.16,166.6,4.0,2.57,9.5,88.0,5.36,119.1,Yes,No,445.0,No,584.7,255.0,71.30999999999999,2.2929411764705883,Yes
132.0,1.0,0.0,107.0,32.62,191.9,127.0,17.59,206.9,2.0,3.4,12.6,88.0,12.24,272.0,No,No,547.0,No,683.4,324.0,65.85,2.109259259259259,No
98.0,1.0,0.0,67.0,2.13,162.0,90.0,21.81,256.6,9.0,2.08,7.7,88.0,7.62,169.4,No,Yes,452.0,No,595.7,254.0,33.64,2.3452755905511813,Yes
163.0,2.0,25.0,99.0,37.33,219.6,99.0,17.88,210.4,8.0,3.73,13.8,88.0,10.92,242.7,Yes,No,445.0,No,686.5,294.0,69.86,2.3350340136054424,Yes
79.0,1.0,0.0,114.0,45.61,268.3,111.0,15.77,185.5,7.0,1.7,6.3,88.0,11.91,264.6,No,No,452.0,Yes,724.7,320.0,74.99,2.2646875,No
87.0,0.0,30.0,114.0,44.68,262.8,130.0,18.34,215.8,2.0,2.11,7.8,88.0,6.97,154.8,Yes,No,445.0,No,641.2,334.0,72.1,1.9197604790419163,Yes
133.0,1.0,0.0,108.0,21.64,127.3,81.0,21.36,251.3,3.0,2.78,10.3,88.0,6.08,135.0,No,Yes,547.0,No,523.9,280.0,51.86,1.8710714285714285,Yes
98.0,4.0,0.0,95.33333333333333,0.0,113.8,130.0,13.57,159.6,1.0,1.84,6.8,88.0,7.52,167.1,No,No,452.0,Yes,447.3,314.3333333333333,22.93,1.423011664899258,No
106.0,2.0,0.0,96.0,35.8,210.6,85.0,21.18,249.2,1.0,3.35,12.4,88.0,8.61,191.4,No,No,547.0,Yes,663.5999999999999,270.0,68.94,2.4577777777777774,No
72.0,0.0,29.0,114.0,23.77,139.8,91.0,11.75,138.2,6.0,1.49,5.5,88.0,9.95,221.0,Yes,Yes,547.0,No,504.5,299.0,46.96,1.6872909698996656,Yes
80.0,1.0,0.0,103.0,27.3,160.6,109.0,20.15,237.0,1.0,2.89,10.7,88.0,11.03,245.1,No,No,452.0,No,653.4000000000001,301.0,61.370000000000005,2.1707641196013294,No
109.0,1.0,0.0,113.0,37.77,222.2,122.0,18.57,218.5,5.0,2.94,10.9,88.0,11.97,266.0,No,No,445.0,No,717.6,328.0,71.25,2.1878048780487807,No
157.0,3.0,0.0,71.0,28.66,168.6,48.0,17.43,205.1,2.0,1.59,5.9,88.0,7.91,175.8,No,No,547.0,No,555.4,209.0,55.59,2.6574162679425837,No
107.0,1.0,0.0,65.0,39.17,230.4,80.0,21.88,257.4,3.0,2.3,8.5,88.0,4.83,107.3,No,No,452.0,No,603.5999999999999,236.0,68.17999999999999,2.5576271186440676,No
162.0,3.0,0.0,131.0,30.11,177.1,122.0,9.75,114.7,6.0,1.76,6.5,88.0,6.91,153.6,No,No,445.0,No,451.9,347.0,48.529999999999994,1.3023054755043226,No
50.0,5.0,0.0,129.0,22.29,131.1,94.0,13.64,160.5,9.0,1.51,5.6,88.0,9.31,206.9,No,No,445.0,Yes,504.1,320.0,46.75,1.5753125000000001,No
133.0,2.0,0.0,92.0,30.06,176.8,97.0,15.94,187.5,3.0,1.76,6.5,88.0,8.86,196.8,No,No,547.0,No,567.6,280.0,56.62,2.027142857142857,No
102.0,4.0,0.0,125.0,39.92,234.8,99.0,16.93,199.2,1.0,2.7,10.0,88.0,7.34,163.2,No,No,445.0,No,607.2,313.0,66.89,1.9399361022364219,No
157.0,0.0,0.0,123.0,30.67,180.4,98.0,16.49,194.0,5.0,2.27,8.4,88.0,10.23,227.3,No,Yes,452.0,No,610.1,314.0,59.660000000000004,1.9429936305732485,Yes
58.0,4.0,0.0,126.0,35.72,210.1,108.0,21.16,248.9,2.0,3.89,14.4,88.0,7.14,158.6,No,No,547.0,No,632.0,324.0,67.91,1.9506172839506173,No
70.0,2.0,0.0,101.0,40.54,242.7,121.0,20.39,216.1,4.0,4.75,17.6,88.0,3.29,81.2,No,Yes,547.0,Yes,557.6,314.0,68.97,1.775796178343949,Yes
68.0,1.0,29.0,117.0,33.24,184.5,98.0,14.59,184.6,10.0,3.65,13.5,88.0,9.18,219.0,Yes,Yes,452.0,Yes,601.6,313.0,60.66,1.9220447284345048,Yes
225.0,0.0,0.0,105.0,26.12,148.4,109.0,22.26,269.7,3.0,2.35,8.7,88.0,9.45,200.0,No,No,452.0,Yes,626.8000000000001,305.0,60.18,2.055081967213115,No
112.0,4.0,0.0,130.0,28.63,184.3,119.0,12.92,149.2,7.0,2.43,9.0,88.0,9.69,223.4,No,No,452.0,Yes,565.9,344.0,53.669999999999995,1.6450581395348836,No
106.0,1.0,0.0,47.0,24.73,127.7,101.0,15.96,196.8,3.0,2.89,10.7,88.0,8.19,168.9,No,Yes,445.0,Yes,504.09999999999997,239.0,51.769999999999996,2.109205020920502,Yes
79.0,1.0,0.0,117.0,45.61,275.3,109.0,16.77,171.5,6.0,1.7,6.3,88.0,11.91,254.6,No,No,452.0,Yes,707.6999999999999,320.0,75.99,2.2115625,No
130.0,2.0,0.0,101.0,41.23,242.5,114.0,8.74,102.8,2.0,2.51,9.3,89.0,6.41,142.4,No,No,452.0,No,497.00000000000006,306.0,58.88999999999999,1.624183006535948,No
108.0,1.0,0.0,129.0,17.51,103.0,103.0,20.6,242.3,3.0,2.13,7.9,89.0,7.66,170.2,No,No,452.0,No,523.4,324.0,47.9,1.615432098765432,No
149.0,2.0,20.0,102.0,44.95,264.4,123.0,18.67,219.6,3.0,3.05,11.3,89.0,9.02,200.4,Yes,No,452.0,No,695.6999999999999,317.0,75.69,2.1946372239747634,Yes
153.0,1.0,0.0,56.0,26.28,154.6,84.0,22.36,263.0,2.0,4.19,15.5,89.0,9.583333333333334,212.9333333333333,No,No,445.0,No,646.0333333333333,231.0,62.413333333333334,2.7966810966810964,No
141.0,1.0,22.0,123.0,36.62,215.4,98.0,27.94,328.7,6.0,2.11,7.8,89.0,7.22,160.5,Yes,No,547.0,No,712.4,316.0,73.89,2.2544303797468355,Yes
94.0,2.0,0.0,111.0,37.54,220.8,67.0,13.28,156.2,4.0,2.84,10.5,89.0,8.46,187.9,No,No,452.0,No,575.4,271.0,62.120000000000005,2.1232472324723246,No
59.0,1.0,0.0,92.0,26.11,153.6,88.0,17.47,205.5,10.0,3.38,12.5,89.0,5.15,114.5,No,No,547.0,No,486.1,279.0,52.11,1.7422939068100358,No
3.0,2.0,36.0,117.0,20.08,118.1,125.0,18.83,221.5,6.0,3.21,11.9,89.0,4.68,103.9,Yes,No,452.0,No,455.4,337.0,46.8,1.3513353115727003,Yes
50.0,1.0,0.0,82.0,51.29,301.7,118.0,14.2,167.1,6.0,2.84,10.5,89.0,3.25,72.2,No,No,445.0,No,551.5,295.0,71.58,1.8694915254237288,No
120.0,2.0,0.0,123.0,34.34,202.0,78.0,15.67,184.3,2.0,2.0,7.4,89.0,7.92,176.0,No,Yes,445.0,Yes,569.6999999999999,292.0,59.93000000000001,1.9510273972602736,Yes
116.0,3.0,0.0,73.0,41.8,245.9,87.0,20.41,240.1,5.0,2.4,8.9,89.0,7.14,158.7,No,No,452.0,No,653.6,254.0,71.75,2.573228346456693,No
63.0,0.0,0.0,64.0,14.11,83.0,106.0,15.05,177.0,3.0,3.51,13.0,89.0,11.06,245.7,No,No,445.0,No,518.7,262.0,43.73,1.9797709923664124,No
155.0,1.0,26.0,121.0,35.99,211.7,123.0,11.83,139.2,3.0,3.0,11.1,89.0,6.6,146.7,Yes,Yes,452.0,No,508.7,336.0,57.42,1.5139880952380953,Yes
158.0,1.0,0.0,106.0,26.86,158.0,114.0,24.86,292.5,4.0,2.46,9.1,89.0,10.85,241.1,No,No,452.0,No,700.7,313.0,65.03,2.2386581469648563,No
91.0,3.0,0.0,100.0,32.18,189.3,107.0,20.34,239.3,3.0,2.67,9.9,89.0,4.04,89.7,No,No,452.0,No,528.2,299.0,59.23,1.7665551839464884,No
64.0,3.0,0.0,97.0,19.35,113.8,97.0,16.35,192.3,1.0,2.81,10.4,89.0,9.67,214.9,No,No,445.0,No,531.4,284.0,48.18000000000001,1.8711267605633801,No
154.0,0.0,0.0,99.0,28.37,166.9,97.0,13.17,154.9,5.0,1.94,7.2,89.0,8.52,189.4,No,No,547.0,No,518.4000000000001,290.0,52.0,1.787586206896552,No
52.0,3.0,0.0,80.0,21.98,129.3,101.0,12.13,142.7,4.0,3.32,12.3,89.0,11.62,258.3,No,No,547.0,No,542.5999999999999,274.0,49.05,1.9802919708029194,No
40.0,3.0,0.0,55.0,29.02,170.7,108.0,15.22,179.1,9.0,2.21,8.2,89.0,12.69,281.9,No,Yes,547.0,No,639.9,261.0,59.14,2.4517241379310346,Yes
122.0,2.0,0.0,101.0,39.8,234.1,121.0,17.02,200.2,9.0,3.54,13.1,89.0,10.68,237.4,No,No,452.0,No,684.8,320.0,71.04,2.1399999999999997,No
64.0,0.0,8.666666666666666,104.0,16.05,94.4,101.0,11.58,136.2,4.0,1.22,4.5,89.0,6.63,147.4,Yes,No,547.0,No,382.5,298.0,35.480000000000004,1.2835570469798658,Yes
95.0,1.0,0.0,84.0,28.14,165.5,112.0,24.33,286.2,2.0,3.11,11.5,89.0,8.95,198.9,No,Yes,452.0,Yes,662.1,287.0,64.53,2.306968641114983,Yes
98.0,4.0,0.0,80.0,37.6,221.2,104.0,18.16,213.6,3.0,3.21,11.9,89.0,13.13,291.8,No,No,452.0,No,738.4999999999999,276.0,72.1,2.675724637681159,No
193.0,1.0,0.0,124.0,29.05,170.9,95.0,11.25,132.3,3.0,3.13,11.6,89.0,5.08,112.9,No,No,452.0,No,427.70000000000005,311.0,48.51,1.3752411575562702,No
72.0,0.0,0.0,73.0,43.01,253.0,78.0,18.64,219.3,4.0,2.65,9.8,89.0,9.49,210.8,No,No,452.0,No,692.9,244.0,73.79,2.8397540983606557,No
86.0,3.0,0.0,115.0,32.39,190.5,130.0,15.27,179.6,5.0,2.73,10.1,89.0,11.63,258.5,No,No,547.0,No,638.7,339.0,62.019999999999996,1.884070796460177,No
77.0,1.0,0.0,102.0,28.8,169.4,144.0,15.72,184.9,7.0,0.54,2.0,89.0,10.54,234.3,No,No,452.0,No,590.6,342.0,55.6,1.7269005847953216,No
139.0,1.0,0.0,140.0,37.62,221.3,89.0,13.41,157.8,6.0,3.05,11.3,89.0,8.66,192.5,No,No,547.0,No,582.9,324.0,62.739999999999995,1.799074074074074,No
90.0,0.0,0.0,121.0,12.94,76.1,73.0,24.68,290.3,3.0,2.92,10.8,89.0,10.66,236.9,No,No,452.0,No,614.0999999999999,286.0,51.2,2.1472027972027967,No
116.0,2.0,24.0,138.0,31.21,183.6,90.0,17.32,203.8,3.0,1.62,6.0,89.0,7.51,166.9,Yes,No,445.0,No,560.3,320.0,57.66,1.7509374999999998,Yes
96.0,3.0,0.0,122.0,25.5,150.0,116.0,18.57,218.5,1.0,2.65,9.8,89.0,9.56,212.4,No,No,547.0,No,590.6999999999999,328.0,56.28,1.8009146341463413,No
91.0,0.0,0.0,75.0,22.73,133.7,87.0,16.6,195.3,2.0,1.59,5.9,89.0,12.62,280.5,No,No,445.0,No,615.4,253.0,53.54,2.4324110671936756,No
87.0,0.0,0.0,101.0,34.82,204.8,80.0,13.69,161.0,3.0,2.57,9.5,89.0,12.86,285.7,No,No,452.0,No,661.0,273.0,63.94,2.421245421245421,No
112.0,4.0,0.0,123.0,29.63,174.3,124.0,11.92,140.2,6.0,2.43,9.0,89.0,9.69,215.4,No,No,452.0,Yes,538.9,342.0,53.669999999999995,1.5757309941520468,No
84.0,2.0,0.0,71.0,50.9,299.4,88.0,5.26,202.23333333333335,7.0,1.78,6.6,89.0,8.86,196.9,No,Yes,445.0,No,705.1333333333333,255.0,66.8,2.7652287581699344,Yes
56.0,2.0,0.0,90.0,15.49,91.1,115.0,15.24,179.3,8.0,3.21,11.9,89.0,13.53,300.7,No,No,445.0,No,582.9999999999999,302.0,47.47,1.93046357615894,No
89.0,1.0,0.0,95.0,51.66,303.9,114.0,22.18,195.0,3.0,1.43,5.3,89.0,14.04,312.1,No,No,547.0,Yes,816.3,301.0,89.31,2.7119601328903653,No
21.0,6.0,31.0,90.0,23.1,135.9,84.0,23.04,271.0,7.0,2.57,9.5,89.0,8.06,179.1,Yes,No,547.0,No,595.5,270.0,56.77,2.2055555555555557,Yes
106.0,1.0,0.0,79.33333333333333,22.73,133.7,107.0,15.96,187.8,2.0,2.89,10.7,89.0,8.19,181.9,No,Yes,445.0,Yes,514.1,277.3333333333333,49.769999999999996,1.8537259615384618,Yes
119.0,1.0,0.0,101.0,44.22,260.1,68.0,21.8,256.5,2.0,2.7,10.0,89.0,10.31,229.1,No,No,445.0,Yes,755.7,260.0,79.03,2.9065384615384615,No
99.0,3.0,0.0,112.0,36.92,217.2,89.0,20.97,246.7,7.0,4.27,15.8,89.0,10.17,226.1,No,No,547.0,No,705.8,297.0,72.33,2.376430976430976,No
65.0,1.0,0.0,51.0,18.87,111.0,84.0,18.68,219.8,14.0,1.19,4.4,89.0,9.09,202.0,No,No,452.0,No,537.1999999999999,238.0,47.83,2.2571428571428567,No
46.0,2.0,0.0,105.0,6.87,40.4,83.0,14.65,172.4,2.0,2.43,9.0,89.0,6.53,145.1,No,No,445.0,No,366.9,279.0,30.48,1.3150537634408601,No
152.0,2.0,0.0,92.0,23.89,140.5,96.0,15.88,186.8,5.0,2.57,9.5,89.0,10.22,227.0,No,No,445.0,No,563.8,282.0,52.56,1.9992907801418438,No
64.0,2.0,0.0,98.0,29.67,174.5,103.0,15.32,180.2,2.0,2.89,10.7,89.0,8.06,179.0,No,No,452.0,No,544.4000000000001,292.0,55.940000000000005,1.864383561643836,No
120.0,1.0,0.0,72.0,25.08666666666667,183.6,98.0,14.446666666666667,170.0,2.0,3.73,13.8,89.0,8.58,190.6,No,Yes,445.0,Yes,558.0,261.0,51.843333333333334,2.1379310344827585,Yes
3.0,3.0,0.0,120.0,31.45,185.0,129.0,17.31,203.7,3.0,3.81,14.1,89.0,7.67,170.5,No,No,452.0,No,573.3000000000001,341.0,60.24,1.6812316715542523,No
162.0,1.0,0.0,117.0,37.5,220.6,121.0,13.19,155.2,11.0,2.84,10.5,89.0,8.4,186.7,No,No,547.0,No,573.0,338.0,61.92999999999999,1.6952662721893492,No
73.0,0.0,0.0,95.0,36.21,213.0,104.0,16.05,188.8,3.0,3.65,13.5,89.0,6.13,136.2,No,No,445.0,No,551.5,291.0,62.040000000000006,1.895189003436426,No
73.0,1.0,0.0,91.0,37.03,217.8,97.0,18.75,220.6,6.0,2.78,10.3,89.0,12.48,277.3,No,No,452.0,Yes,726.0,283.0,71.04,2.5653710247349824,No
195.0,0.0,36.0,110.0,39.39,231.7,88.0,19.13,225.1,2.0,3.27,12.1,89.0,9.08,201.7,Yes,No,452.0,No,670.6,289.0,70.86999999999999,2.320415224913495,Yes
70.0,0.0,0.0,100.0,1.34,80.9,83.0,11.59,136.4,1.0,3.27,12.1,89.0,7.05,156.6,No,No,452.0,No,386.0,273.0,23.25,1.413919413919414,No
30.0,2.0,0.0,96.0,27.59,162.3,122.0,20.74,244.0,4.0,2.46,9.1,89.0,8.1,180.1,No,No,547.0,No,595.5,311.0,58.89,1.914790996784566,No
114.0,1.0,32.0,79.0,21.28,125.2,105.0,15.11,177.8,3.0,3.48,12.9,89.0,10.46,232.4,Yes,No,452.0,No,548.3,276.0,50.33,1.9865942028985506,Yes
146.0,2.0,11.0,82.0,30.72,180.7,90.0,14.76,173.7,4.0,2.73,10.1,89.0,10.42,231.5,Yes,No,452.0,No,596.0,265.0,58.629999999999995,2.249056603773585,Yes
